,cond,age,risk-taking,iteration,date,portfolio_cumulative_return,portfolio_std_dev,sharpe_ratio
235,control,15,neutral,3,2023-08-31,-0.03269614372811103,0.1500754658659036,-1.4467830799354089
236,control,15,neutral,3,2023-09-30,-0.06929402878583213,0.13139313343173858,-2.2227269401771155
237,control,15,neutral,3,2023-10-31,-0.02848063310962845,0.1250487180951842,-0.9792984356428961
238,control,15,neutral,3,2023-11-30,0.06171388783148268,0.14423666757118847,0.760385201443555
239,control,15,neutral,3,2023-12-31,0.11570849378899162,0.14211495375000735,1.3536464857103578
240,control,15,neutral,3,2024-01-31,0.11960951706094747,0.13442766344921547,1.2369920403106072
241,control,15,neutral,3,2024-02-29,0.2325355700225571,0.13441047397946473,2.3948904565946214
242,control,15,neutral,3,2024-03-31,0.2708368231133973,0.13153224002929637,2.457204498226635
243,control,15,neutral,3,2024-04-30,0.20711966980032992,0.13857092622204759,1.4921693897622974
244,control,15,neutral,3,2024-05-31,0.3130956820174884,0.13752691740917802,2.1876835237399512
245,control,15,neutral,3,2024-06-30,0.3425054806393799,0.13555821979899554,2.159134153992292
246,control,15,neutral,3,2024-07-31,0.39066314077870956,0.1311167041134098,2.3538808180737307
247,control,15,neutral,3,2024-08-31,0.4022922263604063,0.1332642372221893,2.1887208367647424
248,control,15,neutral,3,2024-09-30,0.4451493499014896,0.1414037134755543,2.0805207884481645
249,control,15,neutral,3,2024-10-31,0.4565016791541905,0.14107483994602282,1.983929613494407
250,control,15,neutral,3,2024-11-30,0.623032960339625,0.1440558458758812,2.5199622855221997
251,control,15,neutral,3,2024-12-31,0.6216557294136915,0.14163192807740202,2.3462212661663084
252,control,15,neutral,4,2023-07-31,0.01798840339084906,0.11593134770745177,1.391710119066787
253,control,15,neutral,4,2023-08-31,-0.009976217607935878,0.16063278742461062,-0.6142014036195496
254,control,15,neutral,4,2023-09-30,-0.05622831388736649,0.14986024655656677,-1.661692699470982
255,control,15,neutral,4,2023-10-31,-0.01918722120761429,0.14118247385527022,-0.685694693645651
256,control,15,neutral,4,2023-11-30,0.08359741337935733,0.16905679866303439,0.9854201031414968
257,control,15,neutral,4,2023-12-31,0.13909801173953973,0.1622741396835752,1.4956774758158187
258,control,15,neutral,4,2024-01-31,0.14577080350084826,0.16461024658811535,1.3002464035630463
259,control,15,neutral,4,2024-02-29,0.26674261576623826,0.1573160577093459,2.406173577734734
260,control,15,neutral,4,2024-03-31,0.3093167844445326,0.15080431583808693,2.50123692582067
261,control,15,neutral,4,2024-04-30,0.25231110379441146,0.1619172467954007,1.619500661759094
262,control,15,neutral,4,2024-05-31,0.35853528834579595,0.15583348456545448,2.2542884617518766
263,control,15,neutral,4,2024-06-30,0.41234313541601164,0.15075370424274392,2.393279500275099
264,control,15,neutral,4,2024-07-31,0.4174168788801078,0.14709259916463174,2.259285748756088
265,control,15,neutral,4,2024-08-31,0.3793716743406428,0.15330419664744774,1.7812141620686952
266,control,15,neutral,4,2024-09-30,0.4232232564063547,0.16576378550331278,1.6782334463402677
267,control,15,neutral,4,2024-10-31,0.41871774952913854,0.16379252096919172,1.5526687377311092
268,control,15,neutral,4,2024-11-30,0.5870812390692199,0.1660193414055513,2.0543804510308425
269,control,15,neutral,4,2024-12-31,0.6127910335165356,0.165953139786091,1.9725381016503298
270,control,15,neutral,5,2023-07-31,0.008386059395621093,0.061174380168072605,0.7904856223048374
271,control,15,neutral,5,2023-08-31,-0.021609153190630614,0.15499313703833506,-1.038482002040928
272,control,15,neutral,5,2023-09-30,-0.07202422209981985,0.13713706706646603,-2.1935470793126277
273,control,15,neutral,5,2023-10-31,-0.045817002040643096,0.13357466210265598,-1.2658666237394451
274,control,15,neutral,5,2023-11-30,0.05397213902134457,0.15929716650310521,0.5644694704341526
275,control,15,neutral,5,2023-12-31,0.07778322772049706,0.14750705248911775,0.7647912196749477
276,control,15,neutral,5,2024-01-31,0.08404736611653596,0.15119200787151177,0.6784998710429897
277,control,15,neutral,5,2024-02-29,0.11762273558084124,0.14431903204083976,0.9511719968696463
