,cond,age,risk-taking,iteration,date,portfolio_cumulative_return,portfolio_std_dev,sharpe_ratio
242,control,15,neutral,3,2024-03-31,0.05241097719243881,0.20419017163738878,0.1287351020906694
243,control,15,neutral,3,2024-04-30,0.01080270214787138,0.21923103652663112,-0.1350070511970898
244,control,15,neutral,3,2024-05-31,0.0722455720681674,0.22162823185049424,0.16297355404126648
245,control,15,neutral,3,2024-06-30,0.10006502060750755,0.2133702669534023,0.26109661412669233
246,control,15,neutral,3,2024-07-31,0.16850184517060507,0.21486524100808832,0.5132134124238414
247,control,15,neutral,3,2024-08-31,0.10875965765704598,0.21783487509906815,0.22779399880788467
248,control,15,neutral,3,2024-09-30,0.19334163386290126,0.22188256892283298,0.4824616060640297
249,control,15,neutral,3,2024-10-31,0.1676271898371282,0.22502029415157587,0.35390001030830165
250,control,15,neutral,3,2024-11-30,0.40476987684829036,0.24556044942752497,0.9259863603637956
251,control,15,neutral,3,2024-12-31,0.43866064718248254,0.24661714722066896,0.9249837852317453
252,control,15,neutral,4,2023-07-31,0.006281522906220971,0.09690640082868983,0.25709112100455667
253,control,15,neutral,4,2023-08-31,-0.023137977849092772,0.1834553266705668,-0.9205819310305995
254,control,15,neutral,4,2023-09-30,-0.07268663837972644,0.1667226701402846,-1.8169798793682694
255,control,15,neutral,4,2023-10-31,-0.05207725012096687,0.1585983165154685,-1.169856574386883
256,control,15,neutral,4,2023-11-30,0.05310701997722189,0.17896241094997664,0.4901746294683635
257,control,15,neutral,4,2023-12-31,0.10139936594648646,0.17064391937132684,0.9496726430827918
258,control,15,neutral,4,2024-01-31,0.07077735299840415,0.16344765237924644,0.48438270593258875
259,control,15,neutral,4,2024-02-29,0.18084338404446165,0.16013819210455146,1.4847297896627383
260,control,15,neutral,4,2024-03-31,0.19101687763916964,0.15686264346595805,1.3563852186195544
261,control,15,neutral,4,2024-04-30,0.1521671559186284,0.16900853034304775,0.8274605831561611
262,control,15,neutral,4,2024-05-31,0.23091523250889257,0.1692875378300375,1.2406982671351179
263,control,15,neutral,4,2024-06-30,0.2940333710488783,0.16444310927526515,1.492176172614235
264,control,15,neutral,4,2024-07-31,0.3502707473819948,0.164618722742359,1.657092855779929
265,control,15,neutral,4,2024-08-31,0.33452546164058106,0.1686855955838637,1.4021425368729208
266,control,15,neutral,4,2024-09-30,0.40488127116249584,0.1753569013099938,1.50985218448613
267,control,15,neutral,4,2024-10-31,0.4090699462482408,0.17311938759845746,1.4311469193755357
268,control,15,neutral,4,2024-11-30,0.6184267400943655,0.17814641557008967,2.0219960605307583
269,control,15,neutral,4,2024-12-31,0.6714268185092245,0.17730055090720456,2.030041063519864
270,control,15,neutral,5,2023-07-31,0.009477755475066463,0.0897223555848778,0.676542257565823
271,control,15,neutral,5,2023-08-31,-0.019011028823455955,0.1441775495765513,-1.0219895302750437
272,control,15,neutral,5,2023-09-30,-0.06706730995510524,0.1318824389838826,-2.1598373033595153
273,control,15,neutral,5,2023-10-31,-0.038242898947627446,0.12725481553751014,-1.170183503015193
274,control,15,neutral,5,2023-11-30,0.06487953968811366,0.15951846455182792,0.7385417885877894
275,control,15,neutral,5,2023-12-31,0.10519831971006255,0.14920037556662435,1.1398736994225707
276,control,15,neutral,5,2024-01-31,0.11451507994901133,0.15395533243024784,1.0202631944396916
277,control,15,neutral,5,2024-02-29,0.20450590374886923,0.14684318987721773,1.8799559634761167
