,cond,age,risk-taking,iteration,date,portfolio_cumulative_return,portfolio_std_dev,sharpe_ratio
89,control,15,averse,4,2024-12-31,0.18302700944367323,0.09079719133023614,0.8216923745043234
90,control,15,averse,5,2023-07-31,0.021142872222513764,0.12042175346238485,1.6666816675109841
91,control,15,averse,5,2023-08-31,-0.003111529695601245,0.13099525726748062,-0.45972417090029577
92,control,15,averse,5,2023-09-30,-0.052125825638163814,0.12002119364582214,-1.95912816663281
93,control,15,averse,5,2023-10-31,-0.07435101297180724,0.11913810144960567,-2.034773777126996
94,control,15,averse,5,2023-11-30,-0.011352333601292064,0.12993861976396875,-0.5310388068483682
95,control,15,averse,5,2023-12-31,0.010937315634650835,0.12391256766519848,-0.17113658958276817
96,control,15,averse,5,2024-01-31,0.0044902750857716,0.11634288926340597,-0.29940413671660876
97,control,15,averse,5,2024-02-29,0.005792718309811873,0.11102371502356229,-0.30406699061768977
98,control,15,averse,5,2024-03-31,-0.0028628978992828458,0.10717473161890757,-0.43011289988335594
99,control,15,averse,5,2024-04-30,-0.03692188805089758,0.10481199410183746,-0.8192198195815409
100,control,15,averse,5,2024-05-31,0.015723297473977604,0.1109678378131033,-0.22828585998645787
101,control,15,averse,5,2024-06-30,0.04673437503648992,0.10884274605187498,0.03174878782486495
102,control,15,averse,5,2024-07-31,0.10545616183825457,0.10745987331561098,0.49692699624915965
103,control,15,averse,5,2024-08-31,0.14495714579546748,0.10698305043253073,0.7472173932562562
104,control,15,averse,5,2024-09-30,0.1490646867780172,0.10447850077482251,0.7017181341825968
105,control,15,averse,5,2024-10-31,0.12882603244675783,0.10393537503782353,0.49855016962934606
106,control,15,averse,5,2024-11-30,0.1502079358517392,0.10339073732924753,0.5895957467828992
107,control,15,averse,5,2024-12-31,0.1289523032154285,0.10075484253598586,0.40427711129650246
108,control,15,averse,6,2023-07-31,0.01874017942387307,0.08610113465173017,1.9816223351992845
109,control,15,averse,6,2023-08-31,-0.0020224627664702233,0.1103194863937613,-0.48954264959217064
110,control,15,averse,6,2023-09-30,-0.04690946795678297,0.10091489594180655,-2.1525068421918103
111,control,15,averse,6,2023-10-31,-0.05677231496948376,0.10169007976966307,-1.9445383499817785
112,control,15,averse,6,2023-11-30,0.02214743709704381,0.12480951295092423,0.08624362919984747
113,control,15,averse,6,2023-12-31,0.05323054433113206,0.11745439918754133,0.5335191970764112
114,control,15,averse,6,2024-01-31,0.06119437146090623,0.11384538304730414,0.5479839532974405
115,control,15,averse,6,2024-02-29,0.08497836527546099,0.10836552450599482,0.7977194797543239
116,control,15,averse,6,2024-03-31,0.09203679226225492,0.10424970515125065,0.756725527139224
117,control,15,averse,6,2024-04-30,0.044058472433700535,0.10665190707102422,0.0928078418607524
